date,city,count_kia_hyundai,count_all,percent_kia_hyundai,month,year
2022-07-01,"Washington, D.C.",25,311,8,Jul,2022
2022-08-01,"Washington, D.C.",32,315,10,Aug,2022
2022-09-01,"Washington, D.C.",25,330,8,Sep,2022
2022-10-01,"Washington, D.C.",52,335,16,Oct,2022
2022-11-01,"Washington, D.C.",77,365,21,Nov,2022
2022-12-01,"Washington, D.C.",133,438,30,Dec,2022
2023-01-01,"Washington, D.C.",272,558,49,Jan,2023
2023-02-01,"Washington, D.C.",304,581,52,Feb,2023
2023-03-01,"Washington, D.C.",271,522,52,Mar,2023
2023-04-01,"Washington, D.C.",288,526,55,Apr,2023
2023-05-01,"Washington, D.C.",380,671,57,May,2023
2023-06-01,"Washington, D.C.",368,684,54,Jun,2023
2023-07-01,"Washington, D.C.",314,671,47,Jul,2023
2023-08-01,"Washington, D.C.",300,613,49,Aug,2023
2019-12-01,"Boise, ID",3,20,15,Dec,2019
2020-01-01,"Boise, ID",0,16,0,Jan,2020
2020-02-01,"Boise, ID",0,20,0,Feb,2020
2020-03-01,"Boise, ID",1,20,5,Mar,2020
2020-04-01,"Boise, ID",0,18,0,Apr,2020
2020-05-01,"Boise, ID",2,24,8,May,2020
2020-06-01,"Boise, ID",0,23,0,Jun,2020
2020-07-01,"Boise, ID",0,27,0,Jul,2020
2020-08-01,"Boise, ID",2,25,8,Aug,2020
2020-09-01,"Boise, ID",1,33,3,Sep,2020
2020-10-01,"Boise, ID",1,29,3,Oct,2020
2020-11-01,"Boise, ID",2,25,8,Nov,2020
2020-12-01,"Boise, ID",0,15,0,Dec,2020
2021-01-01,"Boise, ID",1,27,4,Jan,2021
2021-02-01,"Boise, ID",1,21,5,Feb,2021
2021-03-01,"Boise, ID",0,17,0,Mar,2021
2021-04-01,"Boise, ID",0,15,0,Apr,2021
2021-05-01,"Boise, ID",0,21,0,May,2021
2021-06-01,"Boise, ID",1,23,4,Jun,2021
2021-07-01,"Boise, ID",0,21,0,Jul,2021
2021-08-01,"Boise, ID",1,11,9,Aug,2021
2021-09-01,"Boise, ID",2,12,17,Sep,2021
2021-10-01,"Boise, ID",1,9,11,Oct,2021
2021-11-01,"Boise, ID",2,16,13,Nov,2021
2021-12-01,"Boise, ID",1,11,9,Dec,2021
2022-01-01,"Boise, ID",1,12,8,Jan,2022
2022-02-01,"Boise, ID",1,13,8,Feb,2022
2022-03-01,"Boise, ID",0,29,0,Mar,2022
2022-04-01,"Boise, ID",1,11,9,Apr,2022
2022-05-01,"Boise, ID",1,14,7,May,2022
2022-06-01,"Boise, ID",0,16,0,Jun,2022
2022-07-01,"Boise, ID",0,20,0,Jul,2022
2022-08-01,"Boise, ID",0,23,0,Aug,2022
2022-09-01,"Boise, ID",1,10,10,Sep,2022
2022-10-01,"Boise, ID",1,22,5,Oct,2022
2022-11-01,"Boise, ID",1,23,4,Nov,2022
2022-12-01,"Boise, ID",1,34,3,Dec,2022
2023-01-01,"Boise, ID",5,19,26,Jan,2023
2023-02-01,"Boise, ID",3,19,16,Feb,2023
2023-03-01,"Boise, ID",2,11,18,Mar,2023
2023-04-01,"Boise, ID",0,15,0,Apr,2023
2023-05-01,"Boise, ID",0,17,0,May,2023
2023-06-01,"Boise, ID",1,36,3,Jun,2023
2023-07-01,"Boise, ID",1,27,4,Jul,2023
2023-08-01,"Boise, ID",2,17,12,Aug,2023
2019-12-01,"Austin, TX",10,289,3,Dec,2019
2020-01-01,"Austin, TX",11,280,4,Jan,2020
2020-02-01,"Austin, TX",12,273,4,Feb,2020
2020-03-01,"Austin, TX",8,346,2,Mar,2020
2020-04-01,"Austin, TX",13,340,4,Apr,2020
2020-05-01,"Austin, TX",6,322,2,May,2020
2020-06-01,"Austin, TX",13,332,4,Jun,2020
2020-07-01,"Austin, TX",15,368,4,Jul,2020
2020-08-01,"Austin, TX",15,375,4,Aug,2020
2020-09-01,"Austin, TX",14,349,4,Sep,2020
2020-10-01,"Austin, TX",16,368,4,Oct,2020
2020-11-01,"Austin, TX",17,385,4,Nov,2020
2020-12-01,"Austin, TX",11,346,3,Dec,2020
2021-01-01,"Austin, TX",9,318,3,Jan,2021
2021-02-01,"Austin, TX",17,278,6,Feb,2021
2021-03-01,"Austin, TX",23,354,6,Mar,2021
2021-04-01,"Austin, TX",17,287,6,Apr,2021
2021-05-01,"Austin, TX",17,396,4,May,2021
2021-06-01,"Austin, TX",15,386,4,Jun,2021
2021-07-01,"Austin, TX",18,407,4,Jul,2021
2021-08-01,"Austin, TX",22,444,5,Aug,2021
2021-09-01,"Austin, TX",22,420,5,Sep,2021
2021-10-01,"Austin, TX",15,435,3,Oct,2021
2021-11-01,"Austin, TX",15,422,4,Nov,2021
2021-12-01,"Austin, TX",25,447,6,Dec,2021
2022-01-01,"Austin, TX",14,431,3,Jan,2022
2022-02-01,"Austin, TX",22,415,5,Feb,2022
2022-03-01,"Austin, TX",12,485,2,Mar,2022
2022-04-01,"Austin, TX",16,469,3,Apr,2022
2022-05-01,"Austin, TX",16,387,4,May,2022
2022-06-01,"Austin, TX",21,420,5,Jun,2022
2022-07-01,"Austin, TX",35,494,7,Jul,2022
2022-08-01,"Austin, TX",40,475,8,Aug,2022
2022-09-01,"Austin, TX",53,470,11,Sep,2022
2022-10-01,"Austin, TX",27,425,6,Oct,2022
2022-11-01,"Austin, TX",33,420,8,Nov,2022
2022-12-01,"Austin, TX",68,505,13,Dec,2022
2023-01-01,"Austin, TX",88,446,20,Jan,2023
2023-02-01,"Austin, TX",142,499,28,Feb,2023
2023-03-01,"Austin, TX",170,579,29,Mar,2023
2023-04-01,"Austin, TX",177,532,33,Apr,2023
2023-05-01,"Austin, TX",255,617,41,May,2023
2023-06-01,"Austin, TX",267,653,41,Jun,2023
2023-07-01,"Austin, TX",243,574,42,Jul,2023
2023-08-01,"Austin, TX",333,671,50,Aug,2023
2019-12-01,"Chandler, AZ",2,25,8,Dec,2019
2020-01-01,"Chandler, AZ",3,38,8,Jan,2020
2020-02-01,"Chandler, AZ",4,37,11,Feb,2020
2020-03-01,"Chandler, AZ",3,33,9,Mar,2020
2020-04-01,"Chandler, AZ",1,33,3,Apr,2020
2020-05-01,"Chandler, AZ",2,38,5,May,2020
2020-06-01,"Chandler, AZ",2,31,6,Jun,2020
2020-07-01,"Chandler, AZ",1,25,4,Jul,2020
2020-08-01,"Chandler, AZ",5,33,15,Aug,2020
2020-09-01,"Chandler, AZ",4,34,12,Sep,2020
2020-10-01,"Chandler, AZ",2,18,11,Oct,2020
2020-11-01,"Chandler, AZ",1,31,3,Nov,2020
2020-12-01,"Chandler, AZ",1,31,3,Dec,2020
2021-01-01,"Chandler, AZ",6,34,18,Jan,2021
2021-02-01,"Chandler, AZ",2,34,6,Feb,2021
2021-03-01,"Chandler, AZ",2,26,8,Mar,2021
2021-04-01,"Chandler, AZ",4,29,14,Apr,2021
2021-05-01,"Chandler, AZ",4,34,12,May,2021
2021-06-01,"Chandler, AZ",2,21,10,Jun,2021
2021-07-01,"Chandler, AZ",0,21,0,Jul,2021
2021-08-01,"Chandler, AZ",2,35,6,Aug,2021
2021-09-01,"Chandler, AZ",0,27,0,Sep,2021
2021-10-01,"Chandler, AZ",1,42,2,Oct,2021
2021-11-01,"Chandler, AZ",0,31,0,Nov,2021
2021-12-01,"Chandler, AZ",1,28,4,Dec,2021
2022-01-01,"Chandler, AZ",0,38,0,Jan,2022
2022-02-01,"Chandler, AZ",3,36,8,Feb,2022
2022-03-01,"Chandler, AZ",2,30,7,Mar,2022
2022-04-01,"Chandler, AZ",1,15,7,Apr,2022
2022-05-01,"Chandler, AZ",3,38,8,May,2022
2022-06-01,"Chandler, AZ",0,34,0,Jun,2022
2022-07-01,"Chandler, AZ",3,32,9,Jul,2022
2022-08-01,"Chandler, AZ",2,30,7,Aug,2022
2022-09-01,"Chandler, AZ",2,23,9,Sep,2022
2022-10-01,"Chandler, AZ",3,38,8,Oct,2022
2022-11-01,"Chandler, AZ",2,35,6,Nov,2022
2022-12-01,"Chandler, AZ",3,32,9,Dec,2022
2023-01-01,"Chandler, AZ",0,25,0,Jan,2023
2023-02-01,"Chandler, AZ",9,31,29,Feb,2023
2023-03-01,"Chandler, AZ",8,30,27,Mar,2023
2023-04-01,"Chandler, AZ",1,23,4,Apr,2023
2023-05-01,"Chandler, AZ",3,15,20,May,2023
2023-06-01,"Chandler, AZ",9,28,32,Jun,2023
2023-07-01,"Chandler, AZ",8,26,31,Jul,2023
2023-08-01,"Chandler, AZ",6,24,25,Aug,2023
2019-12-01,"Modesto, CA",5,118,4,Dec,2019
2020-01-01,"Modesto, CA",1,106,1,Jan,2020
2020-02-01,"Modesto, CA",2,84,2,Feb,2020
2020-03-01,"Modesto, CA",3,146,2,Mar,2020
2020-04-01,"Modesto, CA",3,109,3,Apr,2020
2020-05-01,"Modesto, CA",1,99,1,May,2020
2020-06-01,"Modesto, CA",1,89,1,Jun,2020
2020-07-01,"Modesto, CA",3,88,3,Jul,2020
2020-08-01,"Modesto, CA",2,71,3,Aug,2020
2020-09-01,"Modesto, CA",4,71,6,Sep,2020
2020-10-01,"Modesto, CA",3,66,5,Oct,2020
2020-11-01,"Modesto, CA",3,117,3,Nov,2020
2020-12-01,"Modesto, CA",3,82,4,Dec,2020
2021-01-01,"Modesto, CA",4,112,4,Jan,2021
2021-02-01,"Modesto, CA",3,88,3,Feb,2021
2021-03-01,"Modesto, CA",2,99,2,Mar,2021
2021-04-01,"Modesto, CA",1,70,1,Apr,2021
2021-05-01,"Modesto, CA",2,75,3,May,2021
2021-06-01,"Modesto, CA",2,76,3,Jun,2021
2021-07-01,"Modesto, CA",4,82,5,Jul,2021
2021-08-01,"Modesto, CA",2,85,2,Aug,2021
2021-09-01,"Modesto, CA",3,79,4,Sep,2021
2021-10-01,"Modesto, CA",6,68,9,Oct,2021
2021-11-01,"Modesto, CA",2,82,2,Nov,2021
2021-12-01,"Modesto, CA",0,68,0,Dec,2021
2022-01-01,"Modesto, CA",2,72,3,Jan,2022
2022-02-01,"Modesto, CA",3,62,5,Feb,2022
2022-03-01,"Modesto, CA",2,46,4,Mar,2022
2022-04-01,"Modesto, CA",2,60,3,Apr,2022
2022-05-01,"Modesto, CA",7,71,10,May,2022
2022-06-01,"Modesto, CA",3,62,5,Jun,2022
2022-07-01,"Modesto, CA",6,58,10,Jul,2022
2022-08-01,"Modesto, CA",2,55,4,Aug,2022
2022-09-01,"Modesto, CA",1,73,1,Sep,2022
2022-10-01,"Modesto, CA",5,94,5,Oct,2022
2022-11-01,"Modesto, CA",4,87,5,Nov,2022
2022-12-01,"Modesto, CA",7,100,7,Dec,2022
2023-01-01,"Modesto, CA",6,74,8,Jan,2023
2023-02-01,"Modesto, CA",5,60,8,Feb,2023
2023-03-01,"Modesto, CA",4,65,6,Mar,2023
2023-04-01,"Modesto, CA",13,68,19,Apr,2023
2023-05-01,"Modesto, CA",2,59,3,May,2023
2023-06-01,"Modesto, CA",1,56,2,Jun,2023
2023-07-01,"Modesto, CA",11,78,14,Jul,2023
2023-08-01,"Modesto, CA",2,63,3,Aug,2023
2019-12-01,"San Jose, CA",6,525,1,Dec,2019
2020-01-01,"San Jose, CA",6,420,1,Jan,2020
2020-02-01,"San Jose, CA",9,477,2,Feb,2020
2020-03-01,"San Jose, CA",6,457,1,Mar,2020
2020-04-01,"San Jose, CA",11,548,2,Apr,2020
2020-05-01,"San Jose, CA",4,619,1,May,2020
2020-06-01,"San Jose, CA",14,789,2,Jun,2020
2020-07-01,"San Jose, CA",14,901,2,Jul,2020
2020-08-01,"San Jose, CA",10,636,2,Aug,2020
2020-09-01,"San Jose, CA",7,657,1,Sep,2020
2020-10-01,"San Jose, CA",7,677,1,Oct,2020
2020-11-01,"San Jose, CA",11,699,2,Nov,2020
2020-12-01,"San Jose, CA",7,745,1,Dec,2020
2021-01-01,"San Jose, CA",15,749,2,Jan,2021
2021-02-01,"San Jose, CA",9,578,2,Feb,2021
2021-03-01,"San Jose, CA",6,523,1,Mar,2021
2021-04-01,"San Jose, CA",13,516,3,Apr,2021
2021-05-01,"San Jose, CA",11,506,2,May,2021
2021-06-01,"San Jose, CA",10,545,2,Jun,2021
2021-07-01,"San Jose, CA",6,541,1,Jul,2021
2021-08-01,"San Jose, CA",10,537,2,Aug,2021
2021-09-01,"San Jose, CA",7,558,1,Sep,2021
2021-10-01,"San Jose, CA",2,580,0,Oct,2021
2021-11-01,"San Jose, CA",7,614,1,Nov,2021
2021-12-01,"San Jose, CA",6,622,1,Dec,2021
2022-01-01,"San Jose, CA",10,675,1,Jan,2022
2022-02-01,"San Jose, CA",9,526,2,Feb,2022
2022-03-01,"San Jose, CA",11,550,2,Mar,2022
2022-04-01,"San Jose, CA",13,522,2,Apr,2022
2022-05-01,"San Jose, CA",6,561,1,May,2022
2022-06-01,"San Jose, CA",8,515,2,Jun,2022
2022-07-01,"San Jose, CA",20,615,3,Jul,2022
2022-08-01,"San Jose, CA",28,636,4,Aug,2022
2022-09-01,"San Jose, CA",40,683,6,Sep,2022
2022-10-01,"San Jose, CA",46,576,8,Oct,2022
2022-11-01,"San Jose, CA",40,476,8,Nov,2022
2022-12-01,"San Jose, CA",90,592,15,Dec,2022
2023-01-01,"San Jose, CA",93,594,16,Jan,2023
2023-02-01,"San Jose, CA",148,673,22,Feb,2023
2023-03-01,"San Jose, CA",134,622,22,Mar,2023
2023-04-01,"San Jose, CA",103,607,17,Apr,2023
2023-05-01,"San Jose, CA",93,589,16,May,2023
2023-06-01,"San Jose, CA",185,684,27,Jun,2023
2023-07-01,"San Jose, CA",266,732,36,Jul,2023
2023-08-01,"San Jose, CA",118,490,24,Aug,2023
2019-12-01,"Aurora, IL",1,12,8,Dec,2019
2020-01-01,"Aurora, IL",0,22,0,Jan,2020
2020-02-01,"Aurora, IL",1,9,11,Feb,2020
2020-03-01,"Aurora, IL",0,18,0,Mar,2020
2020-04-01,"Aurora, IL",0,6,0,Apr,2020
2020-05-01,"Aurora, IL",1,14,7,May,2020
2020-06-01,"Aurora, IL",1,18,6,Jun,2020
2020-07-01,"Aurora, IL",2,17,12,Jul,2020
2020-08-01,"Aurora, IL",0,20,0,Aug,2020
2020-09-01,"Aurora, IL",0,15,0,Sep,2020
2020-10-01,"Aurora, IL",1,21,5,Oct,2020
2020-11-01,"Aurora, IL",1,18,6,Nov,2020
2020-12-01,"Aurora, IL",1,19,5,Dec,2020
2021-01-01,"Aurora, IL",0,14,0,Jan,2021
2021-02-01,"Aurora, IL",3,12,25,Feb,2021
2021-03-01,"Aurora, IL",3,11,27,Mar,2021
2021-04-01,"Aurora, IL",2,20,10,Apr,2021
2021-05-01,"Aurora, IL",3,17,18,May,2021
2021-06-01,"Aurora, IL",0,11,0,Jun,2021
2021-07-01,"Aurora, IL",0,10,0,Jul,2021
2021-08-01,"Aurora, IL",3,17,18,Aug,2021
2021-09-01,"Aurora, IL",1,12,8,Sep,2021
2021-10-01,"Aurora, IL",0,14,0,Oct,2021
2021-11-01,"Aurora, IL",0,13,0,Nov,2021
2021-12-01,"Aurora, IL",1,11,9,Dec,2021
2022-01-01,"Aurora, IL",3,17,18,Jan,2022
2022-02-01,"Aurora, IL",1,7,14,Feb,2022
2022-03-01,"Aurora, IL",2,13,15,Mar,2022
2022-04-01,"Aurora, IL",0,19,0,Apr,2022
2022-05-01,"Aurora, IL",0,10,0,May,2022
2022-06-01,"Aurora, IL",0,13,0,Jun,2022
2022-07-01,"Aurora, IL",0,10,0,Jul,2022
2022-08-01,"Aurora, IL",0,11,0,Aug,2022
2022-09-01,"Aurora, IL",0,13,0,Sep,2022
2022-10-01,"Aurora, IL",2,12,17,Oct,2022
2022-11-01,"Aurora, IL",4,14,29,Nov,2022
2022-12-01,"Aurora, IL",1,19,5,Dec,2022
2023-01-01,"Aurora, IL",8,42,19,Jan,2023
2023-02-01,"Aurora, IL",2,9,22,Feb,2023
2023-03-01,"Aurora, IL",5,15,33,Mar,2023
2023-04-01,"Aurora, IL",3,19,16,Apr,2023
2023-05-01,"Aurora, IL",19,32,59,May,2023
2023-06-01,"Aurora, IL",18,39,46,Jun,2023
2023-07-01,"Aurora, IL",45,58,78,Jul,2023
2023-08-01,"Aurora, IL",6,21,29,Aug,2023
2019-12-01,"Vancouver, WA",NA,NA,NA,Dec,2019
2020-01-01,"Vancouver, WA",NA,NA,NA,Jan,2020
2020-02-01,"Vancouver, WA",NA,NA,NA,Feb,2020
2020-03-01,"Vancouver, WA",NA,NA,NA,Mar,2020
2020-04-01,"Vancouver, WA",NA,NA,NA,Apr,2020
2020-05-01,"Vancouver, WA",NA,NA,NA,May,2020
2020-06-01,"Vancouver, WA",NA,NA,NA,Jun,2020
2020-07-01,"Vancouver, WA",NA,NA,NA,Jul,2020
2020-08-01,"Vancouver, WA",NA,NA,NA,Aug,2020
2020-09-01,"Vancouver, WA",NA,NA,NA,Sep,2020
2020-10-01,"Vancouver, WA",NA,NA,NA,Oct,2020
2020-11-01,"Vancouver, WA",4,106,4,Nov,2020
2020-12-01,"Vancouver, WA",4,134,3,Dec,2020
2021-01-01,"Vancouver, WA",5,120,4,Jan,2021
2021-02-01,"Vancouver, WA",6,108,6,Feb,2021
2021-03-01,"Vancouver, WA",2,131,2,Mar,2021
2021-04-01,"Vancouver, WA",1,135,1,Apr,2021
2021-05-01,"Vancouver, WA",3,149,2,May,2021
2021-06-01,"Vancouver, WA",5,116,4,Jun,2021
2021-07-01,"Vancouver, WA",4,134,3,Jul,2021
2021-08-01,"Vancouver, WA",6,191,3,Aug,2021
2021-09-01,"Vancouver, WA",4,156,3,Sep,2021
2021-10-01,"Vancouver, WA",8,196,4,Oct,2021
2021-11-01,"Vancouver, WA",8,268,3,Nov,2021
2021-12-01,"Vancouver, WA",9,273,3,Dec,2021
2022-01-01,"Vancouver, WA",11,252,4,Jan,2022
2022-02-01,"Vancouver, WA",8,249,3,Feb,2022
2022-03-01,"Vancouver, WA",6,258,2,Mar,2022
2022-04-01,"Vancouver, WA",11,266,4,Apr,2022
2022-05-01,"Vancouver, WA",9,211,4,May,2022
2022-06-01,"Vancouver, WA",5,153,3,Jun,2022
2022-07-01,"Vancouver, WA",4,174,2,Jul,2022
2022-08-01,"Vancouver, WA",16,200,8,Aug,2022
2022-09-01,"Vancouver, WA",23,201,11,Sep,2022
2022-10-01,"Vancouver, WA",31,214,14,Oct,2022
2022-11-01,"Vancouver, WA",17,194,9,Nov,2022
2022-12-01,"Vancouver, WA",18,197,9,Dec,2022
2023-01-01,"Vancouver, WA",50,224,22,Jan,2023
2023-02-01,"Vancouver, WA",33,166,20,Feb,2023
2023-03-01,"Vancouver, WA",40,190,21,Mar,2023
2023-04-01,"Vancouver, WA",29,128,23,Apr,2023
2023-05-01,"Vancouver, WA",52,164,32,May,2023
2023-06-01,"Vancouver, WA",14,114,12,Jun,2023
2023-07-01,"Vancouver, WA",52,147,35,Jul,2023
2023-08-01,"Vancouver, WA",85,190,45,Aug,2023
2019-12-01,"Raleigh, NC",5,89,6,Dec,2019
2020-01-01,"Raleigh, NC",5,90,6,Jan,2020
2020-02-01,"Raleigh, NC",2,82,2,Feb,2020
2020-03-01,"Raleigh, NC",3,86,3,Mar,2020
2020-04-01,"Raleigh, NC",2,66,3,Apr,2020
2020-05-01,"Raleigh, NC",1,73,1,May,2020
2020-06-01,"Raleigh, NC",4,87,5,Jun,2020
2020-07-01,"Raleigh, NC",2,97,2,Jul,2020
2020-08-01,"Raleigh, NC",4,82,5,Aug,2020
2020-09-01,"Raleigh, NC",1,92,1,Sep,2020
2020-10-01,"Raleigh, NC",3,92,3,Oct,2020
2020-11-01,"Raleigh, NC",4,89,4,Nov,2020
2020-12-01,"Raleigh, NC",1,78,1,Dec,2020
2021-01-01,"Raleigh, NC",4,91,4,Jan,2021
2021-02-01,"Raleigh, NC",2,88,2,Feb,2021
2021-03-01,"Raleigh, NC",3,69,4,Mar,2021
2021-04-01,"Raleigh, NC",4,64,6,Apr,2021
2021-05-01,"Raleigh, NC",1,92,1,May,2021
2021-06-01,"Raleigh, NC",6,127,5,Jun,2021
2021-07-01,"Raleigh, NC",6,97,6,Jul,2021
2021-08-01,"Raleigh, NC",4,96,4,Aug,2021
2021-09-01,"Raleigh, NC",5,103,5,Sep,2021
2021-10-01,"Raleigh, NC",2,110,2,Oct,2021
2021-11-01,"Raleigh, NC",4,91,4,Nov,2021
2021-12-01,"Raleigh, NC",1,81,1,Dec,2021
2022-01-01,"Raleigh, NC",6,104,6,Jan,2022
2022-02-01,"Raleigh, NC",2,88,2,Feb,2022
2022-03-01,"Raleigh, NC",4,113,4,Mar,2022
2022-04-01,"Raleigh, NC",4,99,4,Apr,2022
2022-05-01,"Raleigh, NC",4,98,4,May,2022
2022-06-01,"Raleigh, NC",5,100,5,Jun,2022
2022-07-01,"Raleigh, NC",10,87,11,Jul,2022
2022-08-01,"Raleigh, NC",9,130,7,Aug,2022
2022-09-01,"Raleigh, NC",3,122,2,Sep,2022
2022-10-01,"Raleigh, NC",3,111,3,Oct,2022
2022-11-01,"Raleigh, NC",2,94,2,Nov,2022
2022-12-01,"Raleigh, NC",4,113,4,Dec,2022
2023-01-01,"Raleigh, NC",11,129,9,Jan,2023
2023-02-01,"Raleigh, NC",10,126,8,Feb,2023
2023-03-01,"Raleigh, NC",13,119,11,Mar,2023
2023-04-01,"Raleigh, NC",16,145,11,Apr,2023
2023-05-01,"Raleigh, NC",23,160,14,May,2023
2023-06-01,"Raleigh, NC",29,158,18,Jun,2023
2023-07-01,"Raleigh, NC",23,159,14,Jul,2023
2023-08-01,"Raleigh, NC",22,124,18,Aug,2023
2019-12-01,"St. Petersburg, FL",NA,66,NA,Dec,2019
2020-01-01,"St. Petersburg, FL",NA,53,NA,Jan,2020
2020-02-01,"St. Petersburg, FL",NA,44,NA,Feb,2020
2020-03-01,"St. Petersburg, FL",NA,46,NA,Mar,2020
2020-04-01,"St. Petersburg, FL",NA,50,NA,Apr,2020
2020-05-01,"St. Petersburg, FL",NA,48,NA,May,2020
2020-06-01,"St. Petersburg, FL",NA,59,NA,Jun,2020
2020-07-01,"St. Petersburg, FL",NA,74,NA,Jul,2020
2020-08-01,"St. Petersburg, FL",NA,74,NA,Aug,2020
2020-09-01,"St. Petersburg, FL",NA,44,NA,Sep,2020
2020-10-01,"St. Petersburg, FL",NA,56,NA,Oct,2020
2020-11-01,"St. Petersburg, FL",NA,49,NA,Nov,2020
2020-12-01,"St. Petersburg, FL",NA,42,NA,Dec,2020
2021-01-01,"St. Petersburg, FL",NA,54,NA,Jan,2021
2021-02-01,"St. Petersburg, FL",NA,64,NA,Feb,2021
2021-03-01,"St. Petersburg, FL",NA,55,NA,Mar,2021
2021-04-01,"St. Petersburg, FL",NA,45,NA,Apr,2021
2021-05-01,"St. Petersburg, FL",NA,66,NA,May,2021
2021-06-01,"St. Petersburg, FL",NA,64,NA,Jun,2021
2021-07-01,"St. Petersburg, FL",NA,45,NA,Jul,2021
2021-08-01,"St. Petersburg, FL",NA,57,NA,Aug,2021
2021-09-01,"St. Petersburg, FL",NA,64,NA,Sep,2021
2021-10-01,"St. Petersburg, FL",NA,69,NA,Oct,2021
2021-11-01,"St. Petersburg, FL",NA,59,NA,Nov,2021
2021-12-01,"St. Petersburg, FL",NA,63,NA,Dec,2021
2022-01-01,"St. Petersburg, FL",3,52,6,Jan,2022
2022-02-01,"St. Petersburg, FL",7,63,11,Feb,2022
2022-03-01,"St. Petersburg, FL",9,49,18,Mar,2022
2022-04-01,"St. Petersburg, FL",2,60,3,Apr,2022
2022-05-01,"St. Petersburg, FL",10,54,19,May,2022
2022-06-01,"St. Petersburg, FL",9,76,12,Jun,2022
2022-07-01,"St. Petersburg, FL",33,94,35,Jul,2022
2022-08-01,"St. Petersburg, FL",13,64,20,Aug,2022
2022-09-01,"St. Petersburg, FL",15,63,24,Sep,2022
2022-10-01,"St. Petersburg, FL",24,71,34,Oct,2022
2022-11-01,"St. Petersburg, FL",32,112,29,Nov,2022
2022-12-01,"St. Petersburg, FL",22,82,27,Dec,2022
2023-01-01,"St. Petersburg, FL",32,82,39,Jan,2023
2023-02-01,"St. Petersburg, FL",26,82,32,Feb,2023
2023-03-01,"St. Petersburg, FL",17,72,24,Mar,2023
2023-04-01,"St. Petersburg, FL",25,80,31,Apr,2023
2023-05-01,"St. Petersburg, FL",23,97,24,May,2023
2023-06-01,"St. Petersburg, FL",19,80,24,Jun,2023
2023-07-01,"St. Petersburg, FL",25,88,28,Jul,2023
2023-08-01,"St. Petersburg, FL",NA,75,NA,Aug,2023
2019-12-01,"Milwaukee, WI",22,339,6,Dec,2019
2020-01-01,"Milwaukee, WI",23,312,7,Jan,2020
2020-02-01,"Milwaukee, WI",24,290,8,Feb,2020
2020-03-01,"Milwaukee, WI",27,267,10,Mar,2020
2020-04-01,"Milwaukee, WI",17,237,7,Apr,2020
2020-05-01,"Milwaukee, WI",12,230,5,May,2020
2020-06-01,"Milwaukee, WI",16,281,6,Jun,2020
2020-07-01,"Milwaukee, WI",24,427,6,Jul,2020
2020-08-01,"Milwaukee, WI",20,419,5,Aug,2020
2020-09-01,"Milwaukee, WI",39,363,11,Sep,2020
2020-10-01,"Milwaukee, WI",76,441,17,Oct,2020
2020-11-01,"Milwaukee, WI",206,505,41,Nov,2020
2020-12-01,"Milwaukee, WI",396,704,56,Dec,2020
2021-01-01,"Milwaukee, WI",500,789,63,Jan,2021
2021-02-01,"Milwaukee, WI",344,626,55,Feb,2021
2021-03-01,"Milwaukee, WI",482,718,67,Mar,2021
2021-04-01,"Milwaukee, WI",584,809,72,Apr,2021
2021-05-01,"Milwaukee, WI",587,873,67,May,2021
2021-06-01,"Milwaukee, WI",627,906,69,Jun,2021
2021-07-01,"Milwaukee, WI",736,1043,71,Jul,2021
2021-08-01,"Milwaukee, WI",824,1136,73,Aug,2021
2021-09-01,"Milwaukee, WI",592,904,65,Sep,2021
2021-10-01,"Milwaukee, WI",554,870,64,Oct,2021
2021-11-01,"Milwaukee, WI",529,841,63,Nov,2021
2021-12-01,"Milwaukee, WI",481,799,60,Dec,2021
2022-01-01,"Milwaukee, WI",420,830,51,Jan,2022
2022-02-01,"Milwaukee, WI",362,648,56,Feb,2022
2022-03-01,"Milwaukee, WI",411,691,59,Mar,2022
2022-04-01,"Milwaukee, WI",393,650,60,Apr,2022
2022-05-01,"Milwaukee, WI",433,715,61,May,2022
2022-06-01,"Milwaukee, WI",496,779,64,Jun,2022
2022-07-01,"Milwaukee, WI",470,787,60,Jul,2022
2022-08-01,"Milwaukee, WI",388,702,55,Aug,2022
2022-09-01,"Milwaukee, WI",286,546,52,Sep,2022
2022-10-01,"Milwaukee, WI",372,624,60,Oct,2022
2022-11-01,"Milwaukee, WI",303,533,57,Nov,2022
2022-12-01,"Milwaukee, WI",287,538,53,Dec,2022
2023-01-01,"Milwaukee, WI",325,593,55,Jan,2023
2023-02-01,"Milwaukee, WI",203,430,47,Feb,2023
2023-03-01,"Milwaukee, WI",206,411,50,Mar,2023
2023-04-01,"Milwaukee, WI",260,460,57,Apr,2023
2023-05-01,"Milwaukee, WI",277,531,52,May,2023
2023-06-01,"Milwaukee, WI",299,535,56,Jun,2023
2023-07-01,"Milwaukee, WI",228,530,43,Jul,2023
2023-08-01,"Milwaukee, WI",242,523,46,Aug,2023
2019-12-01,"Los Angeles, CA",53,1409,4,Dec,2019
2020-01-01,"Los Angeles, CA",42,1409,3,Jan,2020
2020-02-01,"Los Angeles, CA",39,1280,3,Feb,2020
2020-03-01,"Los Angeles, CA",50,1477,3,Mar,2020
2020-04-01,"Los Angeles, CA",51,1837,3,Apr,2020
2020-05-01,"Los Angeles, CA",61,1848,3,May,2020
2020-06-01,"Los Angeles, CA",54,2090,3,Jun,2020
