date,city,count_kia_hyundai,count_all,percent_kia_hyundai,month,year
2021-12-01,"Salt Lake City, UT",4,155,3,Dec,2021
2022-01-01,"Salt Lake City, UT",2,170,1,Jan,2022
2022-02-01,"Salt Lake City, UT",5,159,3,Feb,2022
2022-03-01,"Salt Lake City, UT",4,115,3,Mar,2022
2022-04-01,"Salt Lake City, UT",1,90,1,Apr,2022
2022-05-01,"Salt Lake City, UT",5,127,4,May,2022
2022-06-01,"Salt Lake City, UT",6,169,4,Jun,2022
2022-07-01,"Salt Lake City, UT",16,153,10,Jul,2022
2022-08-01,"Salt Lake City, UT",5,116,4,Aug,2022
2022-09-01,"Salt Lake City, UT",5,118,4,Sep,2022
2022-10-01,"Salt Lake City, UT",9,96,9,Oct,2022
2022-11-01,"Salt Lake City, UT",6,126,5,Nov,2022
2022-12-01,"Salt Lake City, UT",10,125,8,Dec,2022
2023-01-01,"Salt Lake City, UT",6,109,6,Jan,2023
2023-02-01,"Salt Lake City, UT",5,69,7,Feb,2023
2023-03-01,"Salt Lake City, UT",8,101,8,Mar,2023
2023-04-01,"Salt Lake City, UT",16,96,17,Apr,2023
2023-05-01,"Salt Lake City, UT",5,93,5,May,2023
2023-06-01,"Salt Lake City, UT",6,83,7,Jun,2023
2023-07-01,"Salt Lake City, UT",12,98,12,Jul,2023
2023-08-01,"Salt Lake City, UT",9,103,9,Aug,2023
2019-12-01,"Minneapolis, MN",22,326,7,Dec,2019
2020-01-01,"Minneapolis, MN",30,490,6,Jan,2020
2020-02-01,"Minneapolis, MN",18,423,4,Feb,2020
2020-03-01,"Minneapolis, MN",19,369,5,Mar,2020
2020-04-01,"Minneapolis, MN",19,314,6,Apr,2020
2020-05-01,"Minneapolis, MN",23,300,8,May,2020
2020-06-01,"Minneapolis, MN",26,403,6,Jun,2020
2020-07-01,"Minneapolis, MN",26,448,6,Jul,2020
2020-08-01,"Minneapolis, MN",21,470,4,Aug,2020
2020-09-01,"Minneapolis, MN",15,406,4,Sep,2020
2020-10-01,"Minneapolis, MN",18,451,4,Oct,2020
2020-11-01,"Minneapolis, MN",27,458,6,Nov,2020
2020-12-01,"Minneapolis, MN",29,443,7,Dec,2020
2021-01-01,"Minneapolis, MN",28,520,5,Jan,2021
2021-02-01,"Minneapolis, MN",36,496,7,Feb,2021
2021-03-01,"Minneapolis, MN",14,320,4,Mar,2021
2021-04-01,"Minneapolis, MN",16,313,5,Apr,2021
2021-05-01,"Minneapolis, MN",26,428,6,May,2021
2021-06-01,"Minneapolis, MN",25,458,5,Jun,2021
2021-07-01,"Minneapolis, MN",17,435,4,Jul,2021
2021-08-01,"Minneapolis, MN",14,433,3,Aug,2021
2021-09-01,"Minneapolis, MN",20,505,4,Sep,2021
2021-10-01,"Minneapolis, MN",23,535,4,Oct,2021
2021-11-01,"Minneapolis, MN",31,555,6,Nov,2021
2021-12-01,"Minneapolis, MN",65,621,10,Dec,2021
2022-01-01,"Minneapolis, MN",35,564,6,Jan,2022
2022-02-01,"Minneapolis, MN",31,531,6,Feb,2022
2022-03-01,"Minneapolis, MN",35,465,8,Mar,2022
2022-04-01,"Minneapolis, MN",57,387,15,Apr,2022
2022-05-01,"Minneapolis, MN",98,491,20,May,2022
2022-06-01,"Minneapolis, MN",249,718,35,Jun,2022
2022-07-01,"Minneapolis, MN",246,722,34,Jul,2022
2022-08-01,"Minneapolis, MN",205,675,30,Aug,2022
2022-09-01,"Minneapolis, MN",301,714,42,Sep,2022
2022-10-01,"Minneapolis, MN",462,862,54,Oct,2022
2022-11-01,"Minneapolis, MN",447,780,57,Nov,2022
2022-12-01,"Minneapolis, MN",324,714,45,Dec,2022
2023-01-01,"Minneapolis, MN",419,821,51,Jan,2023
2023-02-01,"Minneapolis, MN",560,921,61,Feb,2023
2023-03-01,"Minneapolis, MN",651,1017,64,Mar,2023
2023-04-01,"Minneapolis, MN",586,907,65,Apr,2023
2023-05-01,"Minneapolis, MN",451,804,56,May,2023
2023-06-01,"Minneapolis, MN",230,560,41,Jun,2023
2023-07-01,"Minneapolis, MN",332,700,47,Jul,2023
2023-08-01,"Minneapolis, MN",396,773,51,Aug,2023
2019-12-01,"Anaheim, CA",0,18,0,Dec,2019
2020-01-01,"Anaheim, CA",0,18,0,Jan,2020
2020-02-01,"Anaheim, CA",0,14,0,Feb,2020
2020-03-01,"Anaheim, CA",0,15,0,Mar,2020
2020-04-01,"Anaheim, CA",0,10,0,Apr,2020
2020-05-01,"Anaheim, CA",0,17,0,May,2020
2020-06-01,"Anaheim, CA",0,14,0,Jun,2020
2020-07-01,"Anaheim, CA",1,13,8,Jul,2020
2020-08-01,"Anaheim, CA",0,6,0,Aug,2020
2020-09-01,"Anaheim, CA",0,9,0,Sep,2020
2020-10-01,"Anaheim, CA",1,3,33,Oct,2020
2020-11-01,"Anaheim, CA",0,1,0,Nov,2020
2020-12-01,"Anaheim, CA",0,0,NA,Dec,2020
2021-01-01,"Anaheim, CA",0,2,0,Jan,2021
2021-02-01,"Anaheim, CA",1,8,13,Feb,2021
2021-03-01,"Anaheim, CA",0,12,0,Mar,2021
2021-04-01,"Anaheim, CA",0,14,0,Apr,2021
2021-05-01,"Anaheim, CA",1,15,7,May,2021
2021-06-01,"Anaheim, CA",0,14,0,Jun,2021
2021-07-01,"Anaheim, CA",1,21,5,Jul,2021
2021-08-01,"Anaheim, CA",0,17,0,Aug,2021
2021-09-01,"Anaheim, CA",1,17,6,Sep,2021
2021-10-01,"Anaheim, CA",6,179,3,Oct,2021
2021-11-01,"Anaheim, CA",14,164,9,Nov,2021
2021-12-01,"Anaheim, CA",13,168,8,Dec,2021
2022-01-01,"Anaheim, CA",8,148,5,Jan,2022
2022-02-01,"Anaheim, CA",19,156,12,Feb,2022
2022-03-01,"Anaheim, CA",18,176,10,Mar,2022
2022-04-01,"Anaheim, CA",36,195,18,Apr,2022
2022-05-01,"Anaheim, CA",19,173,11,May,2022
2022-06-01,"Anaheim, CA",23,144,16,Jun,2022
2022-07-01,"Anaheim, CA",23,133,17,Jul,2022
2022-08-01,"Anaheim, CA",31,158,20,Aug,2022
2022-09-01,"Anaheim, CA",20,131,15,Sep,2022
2022-10-01,"Anaheim, CA",30,192,16,Oct,2022
2022-11-01,"Anaheim, CA",35,159,22,Nov,2022
2022-12-01,"Anaheim, CA",34,151,23,Dec,2022
2023-01-01,"Anaheim, CA",35,157,22,Jan,2023
2023-02-01,"Anaheim, CA",45,178,25,Feb,2023
2023-03-01,"Anaheim, CA",46,152,30,Mar,2023
2023-04-01,"Anaheim, CA",41,147,28,Apr,2023
2023-05-01,"Anaheim, CA",39,161,24,May,2023
2023-06-01,"Anaheim, CA",36,149,24,Jun,2023
2023-07-01,"Anaheim, CA",36,131,27,Jul,2023
2023-08-01,"Anaheim, CA",20,107,19,Aug,2023
2019-12-01,"Providence, RI",1,14,7,Dec,2019
2020-01-01,"Providence, RI",3,15,20,Jan,2020
2020-02-01,"Providence, RI",2,18,11,Feb,2020
2020-03-01,"Providence, RI",2,16,13,Mar,2020
2020-04-01,"Providence, RI",3,12,25,Apr,2020
2020-05-01,"Providence, RI",2,6,33,May,2020
2020-06-01,"Providence, RI",2,17,12,Jun,2020
2020-07-01,"Providence, RI",0,12,0,Jul,2020
2020-08-01,"Providence, RI",3,15,20,Aug,2020
2020-09-01,"Providence, RI",3,25,12,Sep,2020
2020-10-01,"Providence, RI",0,12,0,Oct,2020
2020-11-01,"Providence, RI",3,17,18,Nov,2020
2020-12-01,"Providence, RI",2,26,8,Dec,2020
2021-01-01,"Providence, RI",3,29,10,Jan,2021
2021-02-01,"Providence, RI",4,20,20,Feb,2021
2021-03-01,"Providence, RI",1,18,6,Mar,2021
2021-04-01,"Providence, RI",1,12,8,Apr,2021
2021-05-01,"Providence, RI",2,21,10,May,2021
2021-06-01,"Providence, RI",2,18,11,Jun,2021
2021-07-01,"Providence, RI",3,27,11,Jul,2021
2021-08-01,"Providence, RI",1,21,5,Aug,2021
2021-09-01,"Providence, RI",2,16,13,Sep,2021
2021-10-01,"Providence, RI",0,16,0,Oct,2021
2021-11-01,"Providence, RI",3,11,27,Nov,2021
2021-12-01,"Providence, RI",2,23,9,Dec,2021
2022-01-01,"Providence, RI",2,26,8,Jan,2022
2022-02-01,"Providence, RI",4,17,24,Feb,2022
2022-03-01,"Providence, RI",1,16,6,Mar,2022
2022-04-01,"Providence, RI",2,30,7,Apr,2022
2022-05-01,"Providence, RI",2,23,9,May,2022
2022-06-01,"Providence, RI",3,25,12,Jun,2022
2022-07-01,"Providence, RI",10,33,30,Jul,2022
2022-08-01,"Providence, RI",16,33,48,Aug,2022
2022-09-01,"Providence, RI",9,26,35,Sep,2022
2022-10-01,"Providence, RI",5,20,25,Oct,2022
2022-11-01,"Providence, RI",12,32,38,Nov,2022
2022-12-01,"Providence, RI",3,23,13,Dec,2022
2023-01-01,"Providence, RI",10,32,31,Jan,2023
2023-02-01,"Providence, RI",2,16,13,Feb,2023
2023-03-01,"Providence, RI",7,21,33,Mar,2023
2023-04-01,"Providence, RI",7,20,35,Apr,2023
2023-05-01,"Providence, RI",7,17,41,May,2023
2023-06-01,"Providence, RI",4,15,27,Jun,2023
2023-07-01,"Providence, RI",6,19,32,Jul,2023
2023-08-01,"Providence, RI",9,25,36,Aug,2023
2019-12-01,"Syracuse, NY",2,36,6,Dec,2019
2020-01-01,"Syracuse, NY",5,51,10,Jan,2020
2020-02-01,"Syracuse, NY",6,40,15,Feb,2020
2020-03-01,"Syracuse, NY",1,28,4,Mar,2020
2020-04-01,"Syracuse, NY",1,28,4,Apr,2020
2020-05-01,"Syracuse, NY",2,33,6,May,2020
2020-06-01,"Syracuse, NY",7,54,13,Jun,2020
2020-07-01,"Syracuse, NY",5,72,7,Jul,2020
2020-08-01,"Syracuse, NY",9,74,12,Aug,2020
2020-09-01,"Syracuse, NY",1,40,3,Sep,2020
2020-10-01,"Syracuse, NY",5,59,8,Oct,2020
2020-11-01,"Syracuse, NY",4,45,9,Nov,2020
2020-12-01,"Syracuse, NY",6,35,17,Dec,2020
2021-01-01,"Syracuse, NY",8,38,21,Jan,2021
2021-02-01,"Syracuse, NY",7,33,21,Feb,2021
2021-03-01,"Syracuse, NY",6,46,13,Mar,2021
2021-04-01,"Syracuse, NY",5,38,13,Apr,2021
2021-05-01,"Syracuse, NY",5,50,10,May,2021
2021-06-01,"Syracuse, NY",6,44,14,Jun,2021
2021-07-01,"Syracuse, NY",5,53,9,Jul,2021
2021-08-01,"Syracuse, NY",6,53,11,Aug,2021
2021-09-01,"Syracuse, NY",8,81,10,Sep,2021
2021-10-01,"Syracuse, NY",4,66,6,Oct,2021
2021-11-01,"Syracuse, NY",4,76,5,Nov,2021
2021-12-01,"Syracuse, NY",6,66,9,Dec,2021
2022-01-01,"Syracuse, NY",2,43,5,Jan,2022
2022-02-01,"Syracuse, NY",4,61,7,Feb,2022
2022-03-01,"Syracuse, NY",2,55,4,Mar,2022
2022-04-01,"Syracuse, NY",5,59,8,Apr,2022
2022-05-01,"Syracuse, NY",1,68,1,May,2022
2022-06-01,"Syracuse, NY",4,52,8,Jun,2022
2022-07-01,"Syracuse, NY",6,47,13,Jul,2022
2022-08-01,"Syracuse, NY",17,86,20,Aug,2022
2022-09-01,"Syracuse, NY",10,54,19,Sep,2022
2022-10-01,"Syracuse, NY",6,68,9,Oct,2022
2022-11-01,"Syracuse, NY",4,52,8,Nov,2022
2022-12-01,"Syracuse, NY",2,54,4,Dec,2022
2023-01-01,"Syracuse, NY",9,54,17,Jan,2023
2023-02-01,"Syracuse, NY",28,79,35,Feb,2023
2023-03-01,"Syracuse, NY",14,53,26,Mar,2023
2023-04-01,"Syracuse, NY",21,64,33,Apr,2023
2023-05-01,"Syracuse, NY",33,69,48,May,2023
2023-06-01,"Syracuse, NY",15,45,33,Jun,2023
2023-07-01,"Syracuse, NY",47,102,46,Jul,2023
2023-08-01,"Syracuse, NY",83,126,66,Aug,2023
2019-12-01,"Peoria, AZ",2,27,7,Dec,2019
2020-01-01,"Peoria, AZ",1,17,6,Jan,2020
2020-02-01,"Peoria, AZ",2,19,11,Feb,2020
2020-03-01,"Peoria, AZ",2,17,12,Mar,2020
2020-04-01,"Peoria, AZ",3,13,23,Apr,2020
2020-05-01,"Peoria, AZ",0,9,0,May,2020
2020-06-01,"Peoria, AZ",0,13,0,Jun,2020
2020-07-01,"Peoria, AZ",2,16,13,Jul,2020
2020-08-01,"Peoria, AZ",0,16,0,Aug,2020
2020-09-01,"Peoria, AZ",0,17,0,Sep,2020
2020-10-01,"Peoria, AZ",0,16,0,Oct,2020
2020-11-01,"Peoria, AZ",0,26,0,Nov,2020
2020-12-01,"Peoria, AZ",2,29,7,Dec,2020
2021-01-01,"Peoria, AZ",0,23,0,Jan,2021
2021-02-01,"Peoria, AZ",2,22,9,Feb,2021
2021-03-01,"Peoria, AZ",1,24,4,Mar,2021
2021-04-01,"Peoria, AZ",0,12,0,Apr,2021
2021-05-01,"Peoria, AZ",1,22,5,May,2021
2021-06-01,"Peoria, AZ",2,28,7,Jun,2021
2021-07-01,"Peoria, AZ",1,26,4,Jul,2021
2021-08-01,"Peoria, AZ",0,25,0,Aug,2021
2021-09-01,"Peoria, AZ",2,24,8,Sep,2021
2021-10-01,"Peoria, AZ",1,26,4,Oct,2021
2021-11-01,"Peoria, AZ",2,26,8,Nov,2021
2021-12-01,"Peoria, AZ",3,27,11,Dec,2021
2022-01-01,"Peoria, AZ",2,30,7,Jan,2022
2022-02-01,"Peoria, AZ",0,21,0,Feb,2022
2022-03-01,"Peoria, AZ",0,20,0,Mar,2022
2022-04-01,"Peoria, AZ",1,15,7,Apr,2022
2022-05-01,"Peoria, AZ",1,20,5,May,2022
2022-06-01,"Peoria, AZ",2,18,11,Jun,2022
2022-07-01,"Peoria, AZ",2,32,6,Jul,2022
2022-08-01,"Peoria, AZ",0,23,0,Aug,2022
2022-09-01,"Peoria, AZ",0,19,0,Sep,2022
2022-10-01,"Peoria, AZ",4,20,20,Oct,2022
2022-11-01,"Peoria, AZ",5,12,42,Nov,2022
2022-12-01,"Peoria, AZ",1,20,5,Dec,2022
2023-01-01,"Peoria, AZ",0,33,0,Jan,2023
2023-02-01,"Peoria, AZ",2,19,11,Feb,2023
2023-03-01,"Peoria, AZ",3,17,18,Mar,2023
2023-04-01,"Peoria, AZ",5,12,42,Apr,2023
2023-05-01,"Peoria, AZ",9,23,39,May,2023
2023-06-01,"Peoria, AZ",5,17,29,Jun,2023
2023-07-01,"Peoria, AZ",8,21,38,Jul,2023
2023-08-01,"Peoria, AZ",NA,NA,NA,Aug,2023
2019-12-01,"Houston, TX",24,603,NA,Dec,2019
2020-01-01,"Houston, TX",18,586,NA,Jan,2020
2020-02-01,"Houston, TX",15,556,NA,Feb,2020
2020-03-01,"Houston, TX",26,524,NA,Mar,2020
2020-04-01,"Houston, TX",21,541,NA,Apr,2020
2020-05-01,"Houston, TX",27,633,NA,May,2020
2020-06-01,"Houston, TX",27,700,NA,Jun,2020
2020-07-01,"Houston, TX",35,692,NA,Jul,2020
2020-08-01,"Houston, TX",40,687,NA,Aug,2020
2020-09-01,"Houston, TX",23,650,NA,Sep,2020
2020-10-01,"Houston, TX",29,709,NA,Oct,2020
2020-11-01,"Houston, TX",25,555,NA,Nov,2020
2020-12-01,"Houston, TX",27,623,NA,Dec,2020
2021-01-01,"Houston, TX",39,711,NA,Jan,2021
2021-02-01,"Houston, TX",23,575,NA,Feb,2021
2021-03-01,"Houston, TX",23,579,NA,Mar,2021
2021-04-01,"Houston, TX",37,716,NA,Apr,2021
2021-05-01,"Houston, TX",31,734,NA,May,2021
2021-06-01,"Houston, TX",35,696,NA,Jun,2021
2021-07-01,"Houston, TX",33,653,NA,Jul,2021
2021-08-01,"Houston, TX",45,711,NA,Aug,2021
2021-09-01,"Houston, TX",23,660,NA,Sep,2021
2021-10-01,"Houston, TX",29,625,NA,Oct,2021
2021-11-01,"Houston, TX",26,597,NA,Nov,2021
2021-12-01,"Houston, TX",27,633,NA,Dec,2021
2022-01-01,"Houston, TX",34,719,NA,Jan,2022
2022-02-01,"Houston, TX",41,592,NA,Feb,2022
2022-03-01,"Houston, TX",31,618,NA,Mar,2022
2022-04-01,"Houston, TX",51,647,NA,Apr,2022
2022-05-01,"Houston, TX",36,697,NA,May,2022
2022-06-01,"Houston, TX",52,828,NA,Jun,2022
2022-07-01,"Houston, TX",80,901,NA,Jul,2022
2022-08-01,"Houston, TX",92,803,NA,Aug,2022
2022-09-01,"Houston, TX",81,722,NA,Sep,2022
2022-10-01,"Houston, TX",150,795,NA,Oct,2022
2022-11-01,"Houston, TX",94,746,NA,Nov,2022
2022-12-01,"Houston, TX",123,857,NA,Dec,2022
2023-01-01,"Houston, TX",136,NA,NA,Jan,2023
2023-02-01,"Houston, TX",124,NA,NA,Feb,2023
2023-03-01,"Houston, TX",187,NA,NA,Mar,2023
2023-04-01,"Houston, TX",233,NA,NA,Apr,2023
2023-05-01,"Houston, TX",272,NA,NA,May,2023
2023-06-01,"Houston, TX",369,NA,NA,Jun,2023
2023-07-01,"Houston, TX",428,NA,NA,Jul,2023
2023-08-01,"Houston, TX",363,NA,NA,Aug,2023
2019-12-01,"Prince George's County, MD",11,210,5,Dec,2019
2020-01-01,"Prince George's County, MD",10,215,5,Jan,2020
2020-02-01,"Prince George's County, MD",6,169,4,Feb,2020
2020-03-01,"Prince George's County, MD",7,167,4,Mar,2020
2020-04-01,"Prince George's County, MD",7,163,4,Apr,2020
2020-05-01,"Prince George's County, MD",6,173,3,May,2020
2020-06-01,"Prince George's County, MD",12,215,6,Jun,2020
2020-07-01,"Prince George's County, MD",17,210,8,Jul,2020
2020-08-01,"Prince George's County, MD",10,213,5,Aug,2020
2020-09-01,"Prince George's County, MD",12,188,6,Sep,2020
2020-10-01,"Prince George's County, MD",11,243,5,Oct,2020
2020-11-01,"Prince George's County, MD",14,225,6,Nov,2020
2020-12-01,"Prince George's County, MD",4,225,2,Dec,2020
2021-01-01,"Prince George's County, MD",11,191,6,Jan,2021
2021-02-01,"Prince George's County, MD",11,172,6,Feb,2021
2021-03-01,"Prince George's County, MD",10,174,6,Mar,2021
2021-04-01,"Prince George's County, MD",17,227,7,Apr,2021
2021-05-01,"Prince George's County, MD",9,268,3,May,2021
2021-06-01,"Prince George's County, MD",24,257,9,Jun,2021
2021-07-01,"Prince George's County, MD",16,233,7,Jul,2021
2021-08-01,"Prince George's County, MD",9,267,3,Aug,2021
2021-09-01,"Prince George's County, MD",23,275,8,Sep,2021
2021-10-01,"Prince George's County, MD",19,264,7,Oct,2021
2021-11-01,"Prince George's County, MD",12,259,5,Nov,2021
2021-12-01,"Prince George's County, MD",19,252,8,Dec,2021
2022-01-01,"Prince George's County, MD",25,284,9,Jan,2022
2022-02-01,"Prince George's County, MD",17,215,8,Feb,2022
2022-03-01,"Prince George's County, MD",15,229,7,Mar,2022
2022-04-01,"Prince George's County, MD",9,209,4,Apr,2022
2022-05-01,"Prince George's County, MD",23,262,9,May,2022
2022-06-01,"Prince George's County, MD",25,245,10,Jun,2022
2022-07-01,"Prince George's County, MD",16,203,8,Jul,2022
2022-08-01,"Prince George's County, MD",38,312,12,Aug,2022
2022-09-01,"Prince George's County, MD",31,259,12,Sep,2022
2022-10-01,"Prince George's County, MD",100,399,25,Oct,2022
2022-11-01,"Prince George's County, MD",91,368,25,Nov,2022
2022-12-01,"Prince George's County, MD",208,538,39,Dec,2022
2023-01-01,"Prince George's County, MD",369,703,52,Jan,2023
2023-02-01,"Prince George's County, MD",370,726,51,Feb,2023
2023-03-01,"Prince George's County, MD",289,650,44,Mar,2023
2023-04-01,"Prince George's County, MD",309,683,45,Apr,2023
2023-05-01,"Prince George's County, MD",277,644,43,May,2023
2023-06-01,"Prince George's County, MD",244,667,37,Jun,2023
2023-07-01,"Prince George's County, MD",377,962,39,Jul,2023
2023-08-01,"Prince George's County, MD",286,784,36,Aug,2023
