date,city,count_kia_hyundai,count_all,percent_kia_hyundai,month,year,lat,long
2022-03-01,"Henderson, NV",2.0,64.0,3.0,Mar,2022.0,36.0395,-114.9817
2022-04-01,"Henderson, NV",5.0,62.0,8.0,Apr,2022.0,36.0395,-114.9817
2022-05-01,"Henderson, NV",5.0,70.0,7.0,May,2022.0,36.0395,-114.9817
2022-06-01,"Henderson, NV",4.0,58.0,7.0,Jun,2022.0,36.0395,-114.9817
2022-07-01,"Henderson, NV",13.0,71.0,18.0,Jul,2022.0,36.0395,-114.9817
2022-08-01,"Henderson, NV",14.0,85.0,16.0,Aug,2022.0,36.0395,-114.9817
2022-09-01,"Henderson, NV",15.0,78.0,19.0,Sep,2022.0,36.0395,-114.9817
2022-10-01,"Henderson, NV",23.0,86.0,27.0,Oct,2022.0,36.0395,-114.9817
2022-11-01,"Henderson, NV",12.0,86.0,14.0,Nov,2022.0,36.0395,-114.9817
2022-12-01,"Henderson, NV",33.0,96.0,34.0,Dec,2022.0,36.0395,-114.9817
2023-01-01,"Henderson, NV",30.0,98.0,31.0,Jan,2023.0,36.0395,-114.9817
2023-02-01,"Henderson, NV",35.0,110.0,32.0,Feb,2023.0,36.0395,-114.9817
2023-03-01,"Henderson, NV",39.0,101.0,39.0,Mar,2023.0,36.0395,-114.9817
2023-04-01,"Henderson, NV",51.0,116.0,44.0,Apr,2023.0,36.0395,-114.9817
2023-05-01,"Henderson, NV",85.0,167.0,51.0,May,2023.0,36.0395,-114.9817
2023-06-01,"Henderson, NV",51.0,156.0,33.0,Jun,2023.0,36.0395,-114.9817
2023-07-01,"Henderson, NV",85.0,181.0,47.0,Jul,2023.0,36.0395,-114.9817
2023-08-01,"Henderson, NV",90.0,155.0,58.0,Aug,2023.0,36.0395,-114.9817
2019-12-01,"San Bernardino, CA",5.0,217.0,2.0,Dec,2019.0,34.1083,-117.2898
2020-01-01,"San Bernardino, CA",14.0,166.0,8.0,Jan,2020.0,34.1083,-117.2898
2020-02-01,"San Bernardino, CA",8.0,165.0,5.0,Feb,2020.0,34.1083,-117.2898
2020-03-01,"San Bernardino, CA",11.0,176.0,6.0,Mar,2020.0,34.1083,-117.2898
2020-04-01,"San Bernardino, CA",6.0,200.0,3.0,Apr,2020.0,34.1083,-117.2898
2020-05-01,"San Bernardino, CA",7.0,181.0,4.0,May,2020.0,34.1083,-117.2898
2020-06-01,"San Bernardino, CA",3.0,202.0,1.0,Jun,2020.0,34.1083,-117.2898
2020-07-01,"San Bernardino, CA",9.0,170.0,5.0,Jul,2020.0,34.1083,-117.2898
2020-08-01,"San Bernardino, CA",4.0,134.0,3.0,Aug,2020.0,34.1083,-117.2898
2020-09-01,"San Bernardino, CA",5.0,139.0,4.0,Sep,2020.0,34.1083,-117.2898
2020-10-01,"San Bernardino, CA",8.0,143.0,6.0,Oct,2020.0,34.1083,-117.2898
2020-11-01,"San Bernardino, CA",5.0,184.0,3.0,Nov,2020.0,34.1083,-117.2898
2020-12-01,"San Bernardino, CA",4.0,177.0,2.0,Dec,2020.0,34.1083,-117.2898
2021-01-01,"San Bernardino, CA",7.0,217.0,3.0,Jan,2021.0,34.1083,-117.2898
2021-02-01,"San Bernardino, CA",5.0,209.0,2.0,Feb,2021.0,34.1083,-117.2898
2021-03-01,"San Bernardino, CA",1.0,194.0,1.0,Mar,2021.0,34.1083,-117.2898
2021-04-01,"San Bernardino, CA",5.0,161.0,3.0,Apr,2021.0,34.1083,-117.2898
2021-05-01,"San Bernardino, CA",10.0,200.0,5.0,May,2021.0,34.1083,-117.2898
2021-06-01,"San Bernardino, CA",6.0,167.0,4.0,Jun,2021.0,34.1083,-117.2898
2021-07-01,"San Bernardino, CA",10.0,168.0,6.0,Jul,2021.0,34.1083,-117.2898
2021-08-01,"San Bernardino, CA",13.0,183.0,7.0,Aug,2021.0,34.1083,-117.2898
2021-09-01,"San Bernardino, CA",10.0,156.0,6.0,Sep,2021.0,34.1083,-117.2898
2021-10-01,"San Bernardino, CA",4.0,179.0,2.0,Oct,2021.0,34.1083,-117.2898
2021-11-01,"San Bernardino, CA",8.0,199.0,4.0,Nov,2021.0,34.1083,-117.2898
2021-12-01,"San Bernardino, CA",18.0,178.0,10.0,Dec,2021.0,34.1083,-117.2898
2022-01-01,"San Bernardino, CA",11.0,203.0,5.0,Jan,2022.0,34.1083,-117.2898
2022-02-01,"San Bernardino, CA",5.0,180.0,3.0,Feb,2022.0,34.1083,-117.2898
2022-03-01,"San Bernardino, CA",14.0,209.0,7.0,Mar,2022.0,34.1083,-117.2898
2022-04-01,"San Bernardino, CA",4.0,188.0,2.0,Apr,2022.0,34.1083,-117.2898
2022-05-01,"San Bernardino, CA",6.0,204.0,3.0,May,2022.0,34.1083,-117.2898
2022-06-01,"San Bernardino, CA",9.0,163.0,6.0,Jun,2022.0,34.1083,-117.2898
2022-07-01,"San Bernardino, CA",2.0,163.0,1.0,Jul,2022.0,34.1083,-117.2898
2022-08-01,"San Bernardino, CA",11.0,168.0,7.0,Aug,2022.0,34.1083,-117.2898
2022-09-01,"San Bernardino, CA",10.0,186.0,5.0,Sep,2022.0,34.1083,-117.2898
2022-10-01,"San Bernardino, CA",9.0,174.0,5.0,Oct,2022.0,34.1083,-117.2898
2022-11-01,"San Bernardino, CA",11.0,170.0,6.0,Nov,2022.0,34.1083,-117.2898
2022-12-01,"San Bernardino, CA",8.0,124.0,6.0,Dec,2022.0,34.1083,-117.2898
2023-01-01,"San Bernardino, CA",15.0,144.0,10.0,Jan,2023.0,34.1083,-117.2898
2023-02-01,"San Bernardino, CA",5.0,124.0,4.0,Feb,2023.0,34.1083,-117.2898
2023-03-01,"San Bernardino, CA",12.0,175.0,7.0,Mar,2023.0,34.1083,-117.2898
2023-04-01,"San Bernardino, CA",21.0,164.0,13.0,Apr,2023.0,34.1083,-117.2898
2023-05-01,"San Bernardino, CA",35.0,188.0,19.0,May,2023.0,34.1083,-117.2898
2023-06-01,"San Bernardino, CA",36.0,152.0,24.0,Jun,2023.0,34.1083,-117.2898
2023-07-01,"San Bernardino, CA",58.0,180.0,32.0,Jul,2023.0,34.1083,-117.2898
2023-08-01,"San Bernardino, CA",46.0,189.0,24.0,Aug,2023.0,34.1083,-117.2898
2019-12-01,"Newport News, VA",2.0,21.0,10.0,Dec,2019.0,37.0871,-76.473
2020-01-01,"Newport News, VA",3.0,31.0,10.0,Jan,2020.0,37.0871,-76.473
2020-02-01,"Newport News, VA",3.0,30.0,10.0,Feb,2020.0,37.0871,-76.473
2020-03-01,"Newport News, VA",5.0,23.0,22.0,Mar,2020.0,37.0871,-76.473
2020-04-01,"Newport News, VA",3.0,26.0,12.0,Apr,2020.0,37.0871,-76.473
2020-05-01,"Newport News, VA",1.0,25.0,4.0,May,2020.0,37.0871,-76.473
2020-06-01,"Newport News, VA",1.0,40.0,3.0,Jun,2020.0,37.0871,-76.473
2020-07-01,"Newport News, VA",1.0,20.0,5.0,Jul,2020.0,37.0871,-76.473
2020-08-01,"Newport News, VA",2.0,32.0,6.0,Aug,2020.0,37.0871,-76.473
2020-09-01,"Newport News, VA",1.0,24.0,4.0,Sep,2020.0,37.0871,-76.473
2020-10-01,"Newport News, VA",4.0,35.0,11.0,Oct,2020.0,37.0871,-76.473
2020-11-01,"Newport News, VA",1.0,28.0,4.0,Nov,2020.0,37.0871,-76.473
2020-12-01,"Newport News, VA",2.0,24.0,8.0,Dec,2020.0,37.0871,-76.473
2021-01-01,"Newport News, VA",2.0,29.0,7.0,Jan,2021.0,37.0871,-76.473
2021-02-01,"Newport News, VA",4.0,36.0,11.0,Feb,2021.0,37.0871,-76.473
2021-03-01,"Newport News, VA",1.0,24.0,4.0,Mar,2021.0,37.0871,-76.473
2021-04-01,"Newport News, VA",0.0,26.0,0.0,Apr,2021.0,37.0871,-76.473
2021-05-01,"Newport News, VA",3.0,33.0,9.0,May,2021.0,37.0871,-76.473
2021-06-01,"Newport News, VA",1.0,24.0,4.0,Jun,2021.0,37.0871,-76.473
2021-07-01,"Newport News, VA",3.0,27.0,11.0,Jul,2021.0,37.0871,-76.473
2021-08-01,"Newport News, VA",2.0,34.0,6.0,Aug,2021.0,37.0871,-76.473
2021-09-01,"Newport News, VA",1.0,30.0,3.0,Sep,2021.0,37.0871,-76.473
2021-10-01,"Newport News, VA",1.0,41.0,2.0,Oct,2021.0,37.0871,-76.473
2021-11-01,"Newport News, VA",1.0,37.0,3.0,Nov,2021.0,37.0871,-76.473
2021-12-01,"Newport News, VA",2.0,42.0,5.0,Dec,2021.0,37.0871,-76.473
2022-01-01,"Newport News, VA",0.0,32.0,0.0,Jan,2022.0,37.0871,-76.473
2022-02-01,"Newport News, VA",2.0,26.0,8.0,Feb,2022.0,37.0871,-76.473
2022-03-01,"Newport News, VA",0.0,26.0,0.0,Mar,2022.0,37.0871,-76.473
2022-04-01,"Newport News, VA",5.0,26.0,19.0,Apr,2022.0,37.0871,-76.473
2022-05-01,"Newport News, VA",1.0,23.0,4.0,May,2022.0,37.0871,-76.473
2022-06-01,"Newport News, VA",1.0,27.0,4.0,Jun,2022.0,37.0871,-76.473
2022-07-01,"Newport News, VA",3.0,30.0,10.0,Jul,2022.0,37.0871,-76.473
2022-08-01,"Newport News, VA",3.0,24.0,13.0,Aug,2022.0,37.0871,-76.473
2022-09-01,"Newport News, VA",4.0,36.0,11.0,Sep,2022.0,37.0871,-76.473
2022-10-01,"Newport News, VA",4.0,47.0,9.0,Oct,2022.0,37.0871,-76.473
2022-11-01,"Newport News, VA",7.0,43.0,16.0,Nov,2022.0,37.0871,-76.473
2022-12-01,"Newport News, VA",8.0,37.0,22.0,Dec,2022.0,37.0871,-76.473
2023-01-01,"Newport News, VA",13.0,33.0,39.0,Jan,2023.0,37.0871,-76.473
2023-02-01,"Newport News, VA",4.0,19.0,21.0,Feb,2023.0,37.0871,-76.473
2023-03-01,"Newport News, VA",5.0,27.0,19.0,Mar,2023.0,37.0871,-76.473
2023-04-01,"Newport News, VA",12.0,31.0,39.0,Apr,2023.0,37.0871,-76.473
2023-05-01,"Newport News, VA",3.0,36.0,8.0,May,2023.0,37.0871,-76.473
2023-06-01,"Newport News, VA",12.0,46.0,26.0,Jun,2023.0,37.0871,-76.473
2023-07-01,"Newport News, VA",18.0,44.0,41.0,Jul,2023.0,37.0871,-76.473
2023-08-01,"Newport News, VA",8.0,31.0,26.0,Aug,2023.0,37.0871,-76.473
2019-12-01,"Amarillo, TX",1.0,92.0,1.0,Dec,2019.0,35.222,-101.8313
2020-01-01,"Amarillo, TX",5.0,90.0,6.0,Jan,2020.0,35.222,-101.8313
2020-02-01,"Amarillo, TX",1.0,75.0,1.0,Feb,2020.0,35.222,-101.8313
2020-03-01,"Amarillo, TX",1.0,90.0,1.0,Mar,2020.0,35.222,-101.8313
2020-04-01,"Amarillo, TX",2.0,67.0,3.0,Apr,2020.0,35.222,-101.8313
2020-05-01,"Amarillo, TX",4.0,89.0,4.0,May,2020.0,35.222,-101.8313
2020-06-01,"Amarillo, TX",2.0,98.0,2.0,Jun,2020.0,35.222,-101.8313
2020-07-01,"Amarillo, TX",5.0,108.0,5.0,Jul,2020.0,35.222,-101.8313
2020-08-01,"Amarillo, TX",4.0,117.0,3.0,Aug,2020.0,35.222,-101.8313
2020-09-01,"Amarillo, TX",2.0,94.0,2.0,Sep,2020.0,35.222,-101.8313
2020-10-01,"Amarillo, TX",0.0,100.0,0.0,Oct,2020.0,35.222,-101.8313
2020-11-01,"Amarillo, TX",1.0,113.0,1.0,Nov,2020.0,35.222,-101.8313
2020-12-01,"Amarillo, TX",0.0,108.0,0.0,Dec,2020.0,35.222,-101.8313
2021-01-01,"Amarillo, TX",6.0,118.0,5.0,Jan,2021.0,35.222,-101.8313
2021-02-01,"Amarillo, TX",5.0,82.0,6.0,Feb,2021.0,35.222,-101.8313
2021-03-01,"Amarillo, TX",2.0,70.0,3.0,Mar,2021.0,35.222,-101.8313
2021-04-01,"Amarillo, TX",1.0,65.0,2.0,Apr,2021.0,35.222,-101.8313
2021-05-01,"Amarillo, TX",3.0,88.0,3.0,May,2021.0,35.222,-101.8313
2021-06-01,"Amarillo, TX",0.0,106.0,0.0,Jun,2021.0,35.222,-101.8313
2021-07-01,"Amarillo, TX",4.0,98.0,4.0,Jul,2021.0,35.222,-101.8313
2021-08-01,"Amarillo, TX",2.0,77.0,3.0,Aug,2021.0,35.222,-101.8313
2021-09-01,"Amarillo, TX",2.0,72.0,3.0,Sep,2021.0,35.222,-101.8313
2021-10-01,"Amarillo, TX",3.0,85.0,4.0,Oct,2021.0,35.222,-101.8313
2021-11-01,"Amarillo, TX",3.0,62.0,5.0,Nov,2021.0,35.222,-101.8313
2021-12-01,"Amarillo, TX",1.0,61.0,2.0,Dec,2021.0,35.222,-101.8313
2022-01-01,"Amarillo, TX",1.0,91.0,1.0,Jan,2022.0,35.222,-101.8313
2022-02-01,"Amarillo, TX",4.0,79.0,5.0,Feb,2022.0,35.222,-101.8313
2022-03-01,"Amarillo, TX",1.0,55.0,2.0,Mar,2022.0,35.222,-101.8313
2022-04-01,"Amarillo, TX",1.0,76.0,1.0,Apr,2022.0,35.222,-101.8313
2022-05-01,"Amarillo, TX",4.0,76.0,5.0,May,2022.0,35.222,-101.8313
2022-06-01,"Amarillo, TX",7.0,91.0,8.0,Jun,2022.0,35.222,-101.8313
2022-07-01,"Amarillo, TX",6.0,99.0,6.0,Jul,2022.0,35.222,-101.8313
2022-08-01,"Amarillo, TX",1.0,93.0,1.0,Aug,2022.0,35.222,-101.8313
2022-09-01,"Amarillo, TX",6.0,74.0,8.0,Sep,2022.0,35.222,-101.8313
2022-10-01,"Amarillo, TX",14.0,97.0,14.0,Oct,2022.0,35.222,-101.8313
2022-11-01,"Amarillo, TX",2.0,57.0,4.0,Nov,2022.0,35.222,-101.8313
2022-12-01,"Amarillo, TX",1.0,27.0,4.0,Dec,2022.0,35.222,-101.8313
2023-01-01,"Amarillo, TX",3.0,45.0,7.0,Jan,2023.0,35.222,-101.8313
2023-02-01,"Amarillo, TX",1.0,33.0,3.0,Feb,2023.0,35.222,-101.8313
2023-03-01,"Amarillo, TX",2.0,30.0,7.0,Mar,2023.0,35.222,-101.8313
2023-04-01,"Amarillo, TX",2.0,42.0,5.0,Apr,2023.0,35.222,-101.8313
2023-05-01,"Amarillo, TX",1.0,35.0,3.0,May,2023.0,35.222,-101.8313
2023-06-01,"Amarillo, TX",2.0,31.0,6.0,Jun,2023.0,35.222,-101.8313
2023-07-01,"Amarillo, TX",1.0,43.0,2.0,Jul,2023.0,35.222,-101.8313
2023-08-01,"Amarillo, TX",1.0,22.0,5.0,Aug,2023.0,35.222,-101.8313
2019-12-01,"New Haven, CT",6.0,106.0,6.0,Dec,2019.0,41.3083,-72.9279
2020-01-01,"New Haven, CT",5.0,96.0,5.0,Jan,2020.0,41.3083,-72.9279
2020-02-01,"New Haven, CT",5.0,86.0,6.0,Feb,2020.0,41.3083,-72.9279
2020-03-01,"New Haven, CT",5.0,89.0,6.0,Mar,2020.0,41.3083,-72.9279
2020-04-01,"New Haven, CT",4.0,56.0,7.0,Apr,2020.0,41.3083,-72.9279
2020-05-01,"New Haven, CT",3.0,65.0,5.0,May,2020.0,41.3083,-72.9279
2020-06-01,"New Haven, CT",3.0,66.0,5.0,Jun,2020.0,41.3083,-72.9279
2020-07-01,"New Haven, CT",5.0,68.0,7.0,Jul,2020.0,41.3083,-72.9279
2020-08-01,"New Haven, CT",7.0,78.0,9.0,Aug,2020.0,41.3083,-72.9279
2020-09-01,"New Haven, CT",3.0,80.0,4.0,Sep,2020.0,41.3083,-72.9279
2020-10-01,"New Haven, CT",3.0,75.0,4.0,Oct,2020.0,41.3083,-72.9279
2020-11-01,"New Haven, CT",7.0,105.0,7.0,Nov,2020.0,41.3083,-72.9279
2020-12-01,"New Haven, CT",8.0,124.0,6.0,Dec,2020.0,41.3083,-72.9279
2021-01-01,"New Haven, CT",7.0,98.0,7.0,Jan,2021.0,41.3083,-72.9279
2021-02-01,"New Haven, CT",12.0,67.0,18.0,Feb,2021.0,41.3083,-72.9279
2021-03-01,"New Haven, CT",5.0,96.0,5.0,Mar,2021.0,41.3083,-72.9279
2021-04-01,"New Haven, CT",10.0,74.0,14.0,Apr,2021.0,41.3083,-72.9279
2021-05-01,"New Haven, CT",7.0,84.0,8.0,May,2021.0,41.3083,-72.9279
2021-06-01,"New Haven, CT",3.0,84.0,4.0,Jun,2021.0,41.3083,-72.9279
2021-07-01,"New Haven, CT",3.0,93.0,3.0,Jul,2021.0,41.3083,-72.9279
2021-08-01,"New Haven, CT",8.0,120.0,7.0,Aug,2021.0,41.3083,-72.9279
2021-09-01,"New Haven, CT",5.0,83.0,6.0,Sep,2021.0,41.3083,-72.9279
2021-10-01,"New Haven, CT",10.0,80.0,13.0,Oct,2021.0,41.3083,-72.9279
2021-11-01,"New Haven, CT",6.0,67.0,9.0,Nov,2021.0,41.3083,-72.9279
2021-12-01,"New Haven, CT",5.0,83.0,6.0,Dec,2021.0,41.3083,-72.9279
2022-01-01,"New Haven, CT",17.0,118.0,14.0,Jan,2022.0,41.3083,-72.9279
2022-02-01,"New Haven, CT",7.0,89.0,8.0,Feb,2022.0,41.3083,-72.9279
2022-03-01,"New Haven, CT",8.0,94.0,9.0,Mar,2022.0,41.3083,-72.9279
2022-04-01,"New Haven, CT",6.0,86.0,7.0,Apr,2022.0,41.3083,-72.9279
2022-05-01,"New Haven, CT",8.0,90.0,9.0,May,2022.0,41.3083,-72.9279
2022-06-01,"New Haven, CT",3.0,73.0,4.0,Jun,2022.0,41.3083,-72.9279
2022-07-01,"New Haven, CT",3.0,67.0,4.0,Jul,2022.0,41.3083,-72.9279
2022-08-01,"New Haven, CT",5.0,98.0,5.0,Aug,2022.0,41.3083,-72.9279
2022-09-01,"New Haven, CT",8.0,73.0,11.0,Sep,2022.0,41.3083,-72.9279
2022-10-01,"New Haven, CT",23.0,136.0,17.0,Oct,2022.0,41.3083,-72.9279
2022-11-01,"New Haven, CT",24.0,103.0,23.0,Nov,2022.0,41.3083,-72.9279
2022-12-01,"New Haven, CT",40.0,146.0,27.0,Dec,2022.0,41.3083,-72.9279
2023-01-01,"New Haven, CT",45.0,154.0,29.0,Jan,2023.0,41.3083,-72.9279
2023-02-01,"New Haven, CT",73.0,152.0,48.0,Feb,2023.0,41.3083,-72.9279
2023-03-01,"New Haven, CT",43.0,121.0,36.0,Mar,2023.0,41.3083,-72.9279
2023-04-01,"New Haven, CT",69.0,164.0,42.0,Apr,2023.0,41.3083,-72.9279
2023-05-01,"New Haven, CT",117.0,194.0,60.0,May,2023.0,41.3083,-72.9279
2023-06-01,"New Haven, CT",72.0,178.0,40.0,Jun,2023.0,41.3083,-72.9279
2023-07-01,"New Haven, CT",133.0,230.0,58.0,Jul,2023.0,41.3083,-72.9279
2023-08-01,"New Haven, CT",53.0,161.0,33.0,Aug,2023.0,41.3083,-72.9279
2020-01-01,"Washington, D.C.",5.0,177.0,3.0,Jan,2020.0,38.9072,-77.0369
2020-02-01,"Washington, D.C.",10.0,184.0,5.0,Feb,2020.0,38.9072,-77.0369
2020-03-01,"Washington, D.C.",8.0,182.0,4.0,Mar,2020.0,38.9072,-77.0369
2020-04-01,"Washington, D.C.",9.0,190.0,5.0,Apr,2020.0,38.9072,-77.0369
2020-05-01,"Washington, D.C.",7.0,238.0,3.0,May,2020.0,38.9072,-77.0369
2020-06-01,"Washington, D.C.",12.0,280.0,4.0,Jun,2020.0,38.9072,-77.0369
2020-07-01,"Washington, D.C.",19.0,326.0,6.0,Jul,2020.0,38.9072,-77.0369
2020-08-01,"Washington, D.C.",10.0,350.0,3.0,Aug,2020.0,38.9072,-77.0369
2020-09-01,"Washington, D.C.",15.0,360.0,4.0,Sep,2020.0,38.9072,-77.0369
2020-10-01,"Washington, D.C.",19.0,339.0,6.0,Oct,2020.0,38.9072,-77.0369
2020-11-01,"Washington, D.C.",19.0,314.0,6.0,Nov,2020.0,38.9072,-77.0369
2020-12-01,"Washington, D.C.",23.0,319.0,7.0,Dec,2020.0,38.9072,-77.0369
2021-01-01,"Washington, D.C.",18.0,305.0,6.0,Jan,2021.0,38.9072,-77.0369
2021-02-01,"Washington, D.C.",11.0,206.0,5.0,Feb,2021.0,38.9072,-77.0369
2021-03-01,"Washington, D.C.",9.0,206.0,4.0,Mar,2021.0,38.9072,-77.0369
2021-04-01,"Washington, D.C.",11.0,234.0,5.0,Apr,2021.0,38.9072,-77.0369
2021-05-01,"Washington, D.C.",16.0,345.0,5.0,May,2021.0,38.9072,-77.0369
2021-06-01,"Washington, D.C.",13.0,303.0,4.0,Jun,2021.0,38.9072,-77.0369
2021-07-01,"Washington, D.C.",13.0,315.0,4.0,Jul,2021.0,38.9072,-77.0369
2021-08-01,"Washington, D.C.",14.0,313.0,4.0,Aug,2021.0,38.9072,-77.0369
2021-09-01,"Washington, D.C.",23.0,309.0,7.0,Sep,2021.0,38.9072,-77.0369
2021-10-01,"Washington, D.C.",27.0,359.0,8.0,Oct,2021.0,38.9072,-77.0369
2021-11-01,"Washington, D.C.",26.0,286.0,9.0,Nov,2021.0,38.9072,-77.0369
2021-12-01,"Washington, D.C.",26.0,298.0,9.0,Dec,2021.0,38.9072,-77.0369
2022-01-01,"Washington, D.C.",21.0,316.0,7.0,Jan,2022.0,38.9072,-77.0369
2022-02-01,"Washington, D.C.",17.0,232.0,7.0,Feb,2022.0,38.9072,-77.0369
2022-03-01,"Washington, D.C.",29.0,254.0,11.0,Mar,2022.0,38.9072,-77.0369
2022-04-01,"Washington, D.C.",14.0,265.0,5.0,Apr,2022.0,38.9072,-77.0369
2022-05-01,"Washington, D.C.",11.0,258.0,4.0,May,2022.0,38.9072,-77.0369
2022-06-01,"Washington, D.C.",23.0,315.0,7.0,Jun,2022.0,38.9072,-77.0369
2022-07-01,"Washington, D.C.",25.0,311.0,8.0,Jul,2022.0,38.9072,-77.0369
2022-08-01,"Washington, D.C.",32.0,315.0,10.0,Aug,2022.0,38.9072,-77.0369
2022-09-01,"Washington, D.C.",25.0,330.0,8.0,Sep,2022.0,38.9072,-77.0369
2022-10-01,"Washington, D.C.",52.0,335.0,16.0,Oct,2022.0,38.9072,-77.0369
2022-11-01,"Washington, D.C.",77.0,365.0,21.0,Nov,2022.0,38.9072,-77.0369
2022-12-01,"Washington, D.C.",133.0,438.0,30.0,Dec,2022.0,38.9072,-77.0369
2023-01-01,"Washington, D.C.",272.0,558.0,49.0,Jan,2023.0,38.9072,-77.0369
2023-02-01,"Washington, D.C.",304.0,581.0,52.0,Feb,2023.0,38.9072,-77.0369
2023-03-01,"Washington, D.C.",271.0,522.0,52.0,Mar,2023.0,38.9072,-77.0369
2023-04-01,"Washington, D.C.",288.0,526.0,55.0,Apr,2023.0,38.9072,-77.0369
2023-05-01,"Washington, D.C.",380.0,671.0,57.0,May,2023.0,38.9072,-77.0369
2023-06-01,"Washington, D.C.",368.0,684.0,54.0,Jun,2023.0,38.9072,-77.0369
2023-07-01,"Washington, D.C.",314.0,671.0,47.0,Jul,2023.0,38.9072,-77.0369
2023-08-01,"Washington, D.C.",300.0,613.0,49.0,Aug,2023.0,38.9072,-77.0369
2019-12-01,"Boise, ID",3.0,20.0,15.0,Dec,2019.0,43.615,-116.2023
2020-01-01,"Boise, ID",0.0,16.0,0.0,Jan,2020.0,43.615,-116.2023
2020-02-01,"Boise, ID",0.0,20.0,0.0,Feb,2020.0,43.615,-116.2023
2020-03-01,"Boise, ID",1.0,20.0,5.0,Mar,2020.0,43.615,-116.2023
2020-04-01,"Boise, ID",0.0,18.0,0.0,Apr,2020.0,43.615,-116.2023
2020-05-01,"Boise, ID",2.0,24.0,8.0,May,2020.0,43.615,-116.2023
2020-06-01,"Boise, ID",0.0,23.0,0.0,Jun,2020.0,43.615,-116.2023
2020-07-01,"Boise, ID",0.0,27.0,0.0,Jul,2020.0,43.615,-116.2023
2020-08-01,"Boise, ID",2.0,25.0,8.0,Aug,2020.0,43.615,-116.2023
2020-09-01,"Boise, ID",1.0,33.0,3.0,Sep,2020.0,43.615,-116.2023
2020-10-01,"Boise, ID",1.0,29.0,3.0,Oct,2020.0,43.615,-116.2023
2020-11-01,"Boise, ID",2.0,25.0,8.0,Nov,2020.0,43.615,-116.2023
2020-12-01,"Boise, ID",0.0,15.0,0.0,Dec,2020.0,43.615,-116.2023
2021-01-01,"Boise, ID",1.0,27.0,4.0,Jan,2021.0,43.615,-116.2023
2021-02-01,"Boise, ID",1.0,21.0,5.0,Feb,2021.0,43.615,-116.2023
2021-03-01,"Boise, ID",0.0,17.0,0.0,Mar,2021.0,43.615,-116.2023
2021-04-01,"Boise, ID",0.0,15.0,0.0,Apr,2021.0,43.615,-116.2023
2021-05-01,"Boise, ID",0.0,21.0,0.0,May,2021.0,43.615,-116.2023
2021-06-01,"Boise, ID",1.0,23.0,4.0,Jun,2021.0,43.615,-116.2023
2021-07-01,"Boise, ID",0.0,21.0,0.0,Jul,2021.0,43.615,-116.2023
2021-08-01,"Boise, ID",1.0,11.0,9.0,Aug,2021.0,43.615,-116.2023
2021-09-01,"Boise, ID",2.0,12.0,17.0,Sep,2021.0,43.615,-116.2023
2021-10-01,"Boise, ID",1.0,9.0,11.0,Oct,2021.0,43.615,-116.2023
2021-11-01,"Boise, ID",2.0,16.0,13.0,Nov,2021.0,43.615,-116.2023
2021-12-01,"Boise, ID",1.0,11.0,9.0,Dec,2021.0,43.615,-116.2023
2022-01-01,"Boise, ID",1.0,12.0,8.0,Jan,2022.0,43.615,-116.2023
2022-02-01,"Boise, ID",1.0,13.0,8.0,Feb,2022.0,43.615,-116.2023
2022-03-01,"Boise, ID",0.0,29.0,0.0,Mar,2022.0,43.615,-116.2023
2022-04-01,"Boise, ID",1.0,11.0,9.0,Apr,2022.0,43.615,-116.2023
2022-05-01,"Boise, ID",1.0,14.0,7.0,May,2022.0,43.615,-116.2023
2022-06-01,"Boise, ID",0.0,16.0,0.0,Jun,2022.0,43.615,-116.2023
2022-07-01,"Boise, ID",0.0,20.0,0.0,Jul,2022.0,43.615,-116.2023
2022-08-01,"Boise, ID",0.0,23.0,0.0,Aug,2022.0,43.615,-116.2023
2022-09-01,"Boise, ID",1.0,10.0,10.0,Sep,2022.0,43.615,-116.2023
2022-10-01,"Boise, ID",1.0,22.0,5.0,Oct,2022.0,43.615,-116.2023
2022-11-01,"Boise, ID",1.0,23.0,4.0,Nov,2022.0,43.615,-116.2023
2022-12-01,"Boise, ID",1.0,34.0,3.0,Dec,2022.0,43.615,-116.2023
2023-01-01,"Boise, ID",5.0,19.0,26.0,Jan,2023.0,43.615,-116.2023
2023-02-01,"Boise, ID",3.0,19.0,16.0,Feb,2023.0,43.615,-116.2023
2023-03-01,"Boise, ID",2.0,11.0,18.0,Mar,2023.0,43.615,-116.2023
2023-04-01,"Boise, ID",0.0,15.0,0.0,Apr,2023.0,43.615,-116.2023
2023-05-01,"Boise, ID",0.0,17.0,0.0,May,2023.0,43.615,-116.2023
2023-06-01,"Boise, ID",1.0,36.0,3.0,Jun,2023.0,43.615,-116.2023
2023-07-01,"Boise, ID",1.0,27.0,4.0,Jul,2023.0,43.615,-116.2023
2023-08-01,"Boise, ID",2.0,17.0,12.0,Aug,2023.0,43.615,-116.2023
2019-12-01,"Austin, TX",10.0,289.0,3.0,Dec,2019.0,30.2672,-97.7431
2020-01-01,"Austin, TX",11.0,280.0,4.0,Jan,2020.0,30.2672,-97.7431
2020-02-01,"Austin, TX",12.0,273.0,4.0,Feb,2020.0,30.2672,-97.7431
2020-03-01,"Austin, TX",8.0,346.0,2.0,Mar,2020.0,30.2672,-97.7431
2020-04-01,"Austin, TX",13.0,340.0,4.0,Apr,2020.0,30.2672,-97.7431
